link,name,location,price,area,bhk,bathroom,area_type_x,id,property_name_address,bedrooms,bathrooms,balcony,additional_rooms,super_builtup_area,area_type_y,floor,property_age,facing,nearby_location,features,furnishing_details,image_links
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ivory-towers-chs-wadala-east-south-mumbai-850-sq-ft-r11-spid-C62343202,Ivory Towers CHS,"2 BHK Flat in Wadala East, Mumbai",₹1.9 Cr,850 sqft,2 BHK,(2 Baths),Built-up Area,2176,"Built Up area: 850
(78.97 sq.m.)
Carpet area: 714 sq.ft. (66.33 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,No Balcony,,,714,14th   of 18 Floors,5 to 10 Year Old,North,"Sabji Market, Hemant Manjrekar Market, Gandhi Market, antophill church, Sbi ATM, Chinmay Nursing Home Wadala","Security / Fire Alarm, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, No open drainage around, Recently Renovated, Piped-gas, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Low Density Society, Shopping Centre, Fitness Centre / GYM, Waste Disposal, Club house / Community Center",,"https://imagecdn.99acres.com/media1/28814/16/576296781M-1755456810029.jpg, https://imagecdn.99acres.com/media1/31454/9/629089291T-1754465840057.jpg, https://imagecdn.99acres.com/media1/33174/10/663490353T-1761304771545.jpg, https://imagecdn.99acres.com/media1/32303/9/646069375T-1757661712536.jpg, https://imagecdn.99acres.com/media1/33125/5/662505227T-1761030362115.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ajmera-greenfinity-wadala-east-south-mumbai-650-sq-ft-r1-spid-A81445471,Ajmera Greenfinity,"2 BHK Flat in Wadala East, Mumbai",₹1.6 Cr,650 sqft,2 BHK,(2 Baths),Super Built-up Area,2177,"Super Built up area 650
(60.39 sq.m.)
Built Up area: 550 sq.ft. (51.1 sq.m.)
Carpet area: 473 sq.ft. (43.94 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,No Balcony,,650,473,3rd   of 22 Floors,0 to 1 Year Old,East,"Dadar Railway Station, K Star Mall, VIVO DN Nagar Metro Station, Eastern Fwy, Adarsh High School, UDCT college","Security / Fire Alarm, Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Maintenance Staff, Water Storage, Piped-gas, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Internet/wi-fi connectivity, Airy Rooms, Low Density Society, Shopping Centre, Fitness Centre / GYM, Waste Disposal, Rain Water Harvesting, Club house / Community Center",,"https://imagecdn.99acres.com/media1/29206/9/584129245M-1755455839660.jpg, https://imagecdn.99acres.com/media1/31119/10/622390261T-1753261826836.jpg, https://imagecdn.99acres.com/media1/32549/14/650994617T-1758544899579.jpg, https://imagecdn.99acres.com/media1/33222/14/664454765T-1761552738134.jpg, https://imagecdn.99acres.com/media1/32599/6/651986723T-1758723591876.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-639-sq-ft-spid-O83944742,"Lodha New Cuffe Parade
4.2","2 BHK Flat in Wadala, Mumbai",₹2.42 Cr,639 sqft,2 BHK,(2 Baths),Carpet Area,2178,"Carpet area: 639
(59.37 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,1 Balcony,Pooja Room,,639,22nd   of 40 Floors,1 to 5 Year Old,North,"Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Centrally Air Conditioned, Water purifier, Maintenance Staff, False Ceiling Lighting, Water Storage, No open drainage around, Bank Attached Property, Piped-gas, Swimming Pool, Park, Natural Light, Internet/wi-fi connectivity, Airy Rooms, Spacious Interiors, Shopping Centre, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center, Water softening plant",,"https://imagecdn.99acres.com/media1/26234/6/524686329O-1728970391552.jpg, https://imagecdn.99acres.com/media1/31235/19/624719037M-1753695034331.jpg, https://imagecdn.99acres.com/media1/32192/5/643845269T-1757233677810.jpg, https://imagecdn.99acres.com/media1/33291/4/665824821T-1761812325227.jpg, https://imagecdn.99acres.com/media1/32416/15/648335227T-1758098170443.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-1086-sq-ft-spid-U83870734,"Lodha New Cuffe Parade
4.2","3 BHK Flat in Wadala, Mumbai",₹3.7 Cr,"1,086 sqft",3 BHK,(2 Baths),Carpet Area,2179,"Carpet area: 1086
(100.89 sq.m.)  
sq.ft.",3 Bedrooms,2 Bathrooms,2 Balconies,Pooja Room,,1086,23rd   of 40 Floors,1 to 5 Year Old,South,"Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Water purifier, Centrally Air Conditioned, Maintenance Staff, False Ceiling Lighting, Water Storage, Piped-gas, Swimming Pool, Park, Natural Light, Internet/wi-fi connectivity, Airy Rooms, Spacious Interiors, Shopping Centre, Fitness Centre / GYM, Club house / Community Center, Water softening plant",,"https://imagecdn.99acres.com/media1/26234/6/524686329O-1728970391552.jpg, https://imagecdn.99acres.com/media1/31235/5/624705723M-1753693820205.jpg, https://imagecdn.99acres.com/media1/32249/8/644988703T-1757489429328.jpg, https://imagecdn.99acres.com/media1/33098/8/661968869T-1760777605482.jpg, https://imagecdn.99acres.com/media1/33079/19/661599825T-1760686350435.jpg"
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-496-sq-ft-spid-P83512048,"Lodha New Cuffe Parade
4.2","1 BHK Flat in Wadala, Mumbai",₹1.78 Cr,496 sqft,1 BHK,(1 Bath),Carpet Area,2180,"Carpet area: 496
(46.08 sq.m.)  
sq.ft.",1 Bedroom,1 Bathroom,1 Balcony,Pooja Room,,496,31st   of 40 Floors,1 to 5 Year Old,South-East,"Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Water purifier, High Ceiling Height, Maintenance Staff, Water Storage, No open drainage around, Bank Attached Property, Piped-gas, Swimming Pool, Park, Natural Light, Internet/wi-fi connectivity, Airy Rooms, Spacious Interiors, Shopping Centre, Fitness Centre / GYM, Waste Disposal, Rain Water Harvesting, Club house / Community Center, Water softening plant",,"https://imagecdn.99acres.com/media1/26234/6/524686329O-1728970391552.jpg, https://imagecdn.99acres.com/media1/31143/1/622861241M-1753350015380.jpg, https://imagecdn.99acres.com/media1/31142/0/622840057T-1753348228039.jpg, https://imagecdn.99acres.com/media1/30931/5/618625585T-1752407892849.jpg, https://imagecdn.99acres.com/media1/32567/17/651357017T-1758621970017.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-957-sq-ft-spid-R83945052,"Lodha New Cuffe Parade
4.2","2 BHK Flat in Wadala, Mumbai",₹2.95 Cr,957 sqft,2 BHK,(2 Baths),Carpet Area,2181,"Carpet area: 957
(88.91 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,2 Balconies,Pooja Room,,957,20th   of 40 Floors,1 to 5 Year Old,East,"Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Feng Shui / Vaastu Compliant, Intercom Facility, Lift(s), Centrally Air Conditioned, Water purifier, Maintenance Staff, False Ceiling Lighting, Water Storage, No open drainage around, Bank Attached Property, Piped-gas, Swimming Pool, Park, Natural Light, Internet/wi-fi connectivity, Airy Rooms, Spacious Interiors, Shopping Centre, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center, Water softening plant",,"https://imagecdn.99acres.com/media1/26234/6/524686329O-1728970391552.jpg, https://imagecdn.99acres.com/media1/31141/19/622839925M-1753347020917.jpg, https://imagecdn.99acres.com/media1/31778/3/635563225T-1755606070286.jpg, https://imagecdn.99acres.com/media1/31549/13/630993287T-1754830583082.jpg, https://imagecdn.99acres.com/media1/33191/8/663828789T-1761387470730.jpg"
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-514-sq-ft-spid-R83870300,"Lodha New Cuffe Parade
4.2","1 BHK Flat in Wadala, Mumbai",₹1.75 Cr,514 sqft,1 BHK,(1 Bath),Carpet Area,2182,"Carpet area: 514
(47.75 sq.m.)  
sq.ft.",1 Bedroom,1 Bathroom,1 Balcony,Pooja Room,,514,22nd   of 40 Floors,1 to 5 Year Old,North,"Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Intercom Facility, Lift(s), Water purifier, Centrally Air Conditioned, High Ceiling Height, Maintenance Staff, Water Storage, No open drainage around, Bank Attached Property, Piped-gas, Swimming Pool, Park, Natural Light, Internet/wi-fi connectivity, Airy Rooms, Spacious Interiors, Shopping Centre, Fitness Centre / GYM, Rain Water Harvesting, Club house / Community Center, Water softening plant",,"https://imagecdn.99acres.com/media1/26234/6/524686329O-1728970391552.jpg, https://imagecdn.99acres.com/media1/31142/0/622840057M-1753348228329.jpg, https://imagecdn.99acres.com/media1/30931/5/618625585T-1752407892849.jpg, https://imagecdn.99acres.com/media1/32567/17/651357017T-1758621970017.jpg, https://imagecdn.99acres.com/media1/31029/7/620587799T-1752824462843.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-1322-sq-ft-r1-spid-G81825910,"Lodha New Cuffe Parade
4.2","3 BHK Flat in Wadala, Mumbai",₹4.65 Cr,"1,322 sqft",3 BHK,(4 Baths),Carpet Area,2183,"Carpet area: 1322
(122.82 sq.m.)  
sq.ft.",3 Bedrooms,4 Bathrooms,3+ Balconies,Pooja Room,,1322,9th   of 43 Floors,0 to 1 Year Old,South,"Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Water purifier, Security / Fire Alarm, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, Separate entry for servant room, No open drainage around, Bank Attached Property, Piped-gas, Recently Renovated, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Low Density Society, Waste Disposal, Rain Water Harvesting, Water softening plant, Shopping Centre, Fitness Centre / GYM, Club house / Community Center","4 Fan, 1 Stove, 7 Light, 4 AC, 1 Modular Kitchen, 1 Chimney, No Bed, No Curtains, No Dining Table, No Exhaust Fan, No Geyser, No Microwave, No Fridge, No Sofa, No TV, No Wardrobe, No Washing Machine, No Water Purifier, 4 Fan, 1 Stove, 7 Light, 4 AC, 1 Modular Kitchen, 1 Chimney, No Bed, No Curtains, No Dining Table, No Exhaust Fan, No Geyser, No Microwave, No Fridge, No Sofa, No TV, No Wardrobe, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/31058/5/621165131M-1752927310592.jpg, https://imagecdn.99acres.com/media1/33324/19/666499429T-1761910583366.jpg, https://imagecdn.99acres.com/media1/33100/4/662004987T-1760782313282.jpg, https://imagecdn.99acres.com/media1/33026/18/660538157T-1760441804563.jpg, https://imagecdn.99acres.com/media1/32831/5/656625457T-1759652825439.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-640-sq-ft-spid-R83702412,"Lodha New Cuffe Parade
4.2","2 BHK Flat in Wadala, Mumbai",₹2.45 Cr,640 sqft,2 BHK,(2 Baths),Carpet Area,2184,"Carpet area: 640
(59.46 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,2 Balconies,,,640,13rd   of 40 Floors,1 to 5 Year Old,East,"Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Feng Shui / Vaastu Compliant, Security / Fire Alarm, Intercom Facility, Lift(s), Swimming Pool, Maintenance Staff, Water Storage, Park, Visitor Parking, Fitness Centre / GYM, Club house / Community Center",,"https://imagecdn.99acres.com/media1/30926/14/618534799M-1752394063780.jpg, https://imagecdn.99acres.com/media1/32192/5/643845269T-1757233677810.jpg, https://imagecdn.99acres.com/media1/33291/4/665824821T-1761812325227.jpg, https://imagecdn.99acres.com/media1/32416/15/648335227T-1758098170443.jpg, https://imagecdn.99acres.com/media1/33279/0/665580983T-1761752091821.jpg"
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-511-sq-ft-spid-A83682574,"Lodha New Cuffe Parade
4.2","1 BHK Flat in Wadala, Mumbai",₹1.8 Cr,511 sqft,1 BHK,(1 Bath),Carpet Area,2185,"Carpet area: 511
(47.47 sq.m.)  
sq.ft.",1 Bedroom,1 Bathroom,2 Balconies,Store Room,,511,29th   of 43 Floors,0 to 1 Year Old,West,"Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Security / Fire Alarm, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, Separate entry for servant room, No open drainage around, Piped-gas, Internet/wi-fi connectivity, Recently Renovated, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Waste Disposal, Rain Water Harvesting, Water softening plant, Shopping Centre, Fitness Centre / GYM, Club house / Community Center","1 Exhaust Fan, 1 Stove, 4 Light, 1 Chimney, 1 Modular Kitchen, 2 AC, No Bed, No Curtains, No Dining Table, No Fan, No Geyser, No Microwave, No Fridge, No Sofa, No TV, No Wardrobe, No Washing Machine, No Water Purifier, 1 Exhaust Fan, 1 Stove, 4 Light, 1 Chimney, 1 Modular Kitchen, 2 AC, No Bed, No Curtains, No Dining Table, No Fan, No Geyser, No Microwave, No Fridge, No Sofa, No TV, No Wardrobe, No Washing Machine, No Water Purifier","https://imagecdn.99acres.com/media1/30931/5/618625585M-1752407893201.jpg, https://imagecdn.99acres.com/media1/31142/0/622840057T-1753348228039.jpg, https://imagecdn.99acres.com/media1/32567/17/651357017T-1758621970017.jpg, https://imagecdn.99acres.com/media1/31029/7/620587799T-1752824462843.jpg, https://imagecdn.99acres.com/media1/32480/6/649606893T-1758272725950.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shreeji-towers-wadala-east-south-mumbai-568-sq-ft-spid-F83687692,Shreeji Towers,"2 BHK Flat in Wadala East, Mumbai",₹1.98 Cr,568 sqft,2 BHK,(2 Baths),Carpet Area,2186,"Carpet area: 568
(52.77 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,No Balcony,Others,,568,33rd   of 38 Floors,1 to 5 Year Old,South,"Sabji Market, Gandhi Market, antophill church, Sbi ATM, Genesis Speciality Center Health-Check Up, Advani Dental Care","Feng Shui / Vaastu Compliant, Lift(s), Park, Fitness Centre / GYM, Rain Water Harvesting",,"https://imagecdn.99acres.com/media1/30918/1/618361113M-1752336016715.jpg, https://imagecdn.99acres.com/media1/32937/13/658753279T-1760078662587.jpg, https://imagecdn.99acres.com/media1/32190/19/643819117T-1757311924499.jpg, https://imagecdn.99acres.com/media1/29291/18/585838499T-1755119732579.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-639-sq-ft-spid-M85368448,"Lodha New Cuffe Parade
4.2","2 BHK Flat in Wadala, Mumbai",₹2.41 Cr,639 sqft,2 BHK,(2 Baths),Carpet Area,2187,"Carpet area: 639
(59.37 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,1 Balcony,Pooja Room,,639,21st   of 40 Floors,5 to 10 Year Old,South-East,"Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Centrally Air Conditioned, Water purifier, Security / Fire Alarm, Feng Shui / Vaastu Compliant, Private Garden / Terrace, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, Water Storage, No open drainage around, Bank Attached Property, Piped-gas, Internet/wi-fi connectivity, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Waste Disposal, Rain Water Harvesting, Water softening plant, Shopping Centre, Fitness Centre / GYM, Club house / Community Center",,"https://imagecdn.99acres.com/media1/26234/6/524686329O-1728970391552.jpg, https://imagecdn.99acres.com/media1/32520/9/650409647M-1758436579940.jpg, https://imagecdn.99acres.com/media1/32192/5/643845269T-1757233677810.jpg, https://imagecdn.99acres.com/media1/33291/4/665824821T-1761812325227.jpg, https://imagecdn.99acres.com/media1/32416/15/648335227T-1758098170443.jpg"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dosti-eastern-bay-wadala-east-south-mumbai-785-sq-ft-r9-spid-S64152774,Dosti Eastern Bay,"2 BHK Flat in Wadala East, Mumbai",₹2.9 Cr,785 sqft,2 BHK,(2 Baths),Carpet Area,2188,"Carpet area: 785
(72.93 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,1 Balcony,Store Room,,785,18th   of 50 Floors,1 to 5 Year Old,East,"R City Mall, Eastern Express Highway, New SIES College, Bombay Scottish School, Kikabhai Trust Hospital, CSM International Airport","Security / Fire Alarm, Feng Shui / Vaastu Compliant, Private Garden / Terrace, Intercom Facility, Lift(s), Water purifier, Centrally Air Conditioned, High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, Recently Renovated, Piped-gas, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Internet/wi-fi connectivity, Airy Rooms, Shopping Centre, Fitness Centre / GYM, Club house / Community Center, Water softening plant",,"https://imagecdn.99acres.com/media1/29293/12/585872469M-1755595340865.jpg, https://imagecdn.99acres.com/media1/30918/0/618360897T-1752334819300.jpg, https://imagecdn.99acres.com/media1/30918/0/618360479T-1752334811722.jpg, https://imagecdn.99acres.com/media1/32753/13/655073593T-1759320558062.jpg, https://imagecdn.99acres.com/media1/32352/2/647042577T-1757843951833.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-1267-sq-ft-spid-I82361332,"Lodha New Cuffe Parade
4.2","3 BHK Flat in Wadala, Mumbai",₹5.7 Cr,"1,267 sqft",3 BHK,(3 Baths),Carpet Area,2189,"Carpet area: 1267
(117.71 sq.m.)  
sq.ft.",3 Bedrooms,3 Bathrooms,3 Balconies,Store Room,,1267,1st   of 40 Floors,,East,"By 2027, Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Security / Fire Alarm, Feng Shui / Vaastu Compliant, Private Garden / Terrace, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, Separate entry for servant room, No open drainage around, Piped-gas, Internet/wi-fi connectivity, Recently Renovated, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Waste Disposal, Rain Water Harvesting, Water softening plant, Shopping Centre, Fitness Centre / GYM, Club house / Community Center","1 Exhaust Fan, 3 Geyser, 1 Modular Kitchen, No AC, No Bed, No Chimney, No Curtains, No Dining Table, No Fan, No Light, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier, 1 Exhaust Fan, 3 Geyser, 1 Modular Kitchen, No AC, No Bed, No Chimney, No Curtains, No Dining Table, No Fan, No Light, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier",https://imagecdn.99acres.com/media1/29822/1/596441497M-1755576360975.jpg
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-938-sq-ft-spid-N82361088,"Lodha New Cuffe Parade
4.2","3 BHK Flat in Wadala, Mumbai",₹4.22 Cr,938 sqft,3 BHK,(3 Baths),Carpet Area,2190,"Carpet area: 938
(87.14 sq.m.)  
sq.ft.",3 Bedrooms,3 Bathrooms,2 Balconies,Store Room,,938,1st   of 40 Floors,,East,"By 2027, Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Centrally Air Conditioned, Water purifier, Security / Fire Alarm, Feng Shui / Vaastu Compliant, Private Garden / Terrace, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, Separate entry for servant room, No open drainage around, Bank Attached Property, Piped-gas, Internet/wi-fi connectivity, Recently Renovated, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Low Density Society, Waste Disposal, Rain Water Harvesting, Water softening plant, Shopping Centre, Fitness Centre / GYM, Club house / Community Center","1 Exhaust Fan, 3 Geyser, 1 Modular Kitchen, No AC, No Bed, No Chimney, No Curtains, No Dining Table, No Fan, No Light, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier, 1 Exhaust Fan, 3 Geyser, 1 Modular Kitchen, No AC, No Bed, No Chimney, No Curtains, No Dining Table, No Fan, No Light, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier",https://imagecdn.99acres.com/media1/29821/17/596437911M-1755574662703.jpg
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-1162-sq-ft-spid-L82359132,"Lodha New Cuffe Parade
4.2","3 BHK Flat in Wadala, Mumbai",₹5.36 Cr,"1,162 sqft",3 BHK,(3 Baths),Carpet Area,2191,"Carpet area: 1162
(107.95 sq.m.)  
sq.ft.",3 Bedrooms,3 Bathrooms,3 Balconies,Store Room,,1162,1st   of 40 Floors,,West,"Dec-27, Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Centrally Air Conditioned, Water purifier, Security / Fire Alarm, Feng Shui / Vaastu Compliant, Private Garden / Terrace, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, Separate entry for servant room, No open drainage around, Bank Attached Property, Piped-gas, Internet/wi-fi connectivity, Recently Renovated, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Low Density Society, Waste Disposal, Rain Water Harvesting, Water softening plant, Shopping Centre, Fitness Centre / GYM, Club house / Community Center","1 Exhaust Fan, 3 Geyser, 1 Modular Kitchen, No AC, No Bed, No Chimney, No Curtains, No Dining Table, No Fan, No Light, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier, 1 Exhaust Fan, 3 Geyser, 1 Modular Kitchen, No AC, No Bed, No Chimney, No Curtains, No Dining Table, No Fan, No Light, No Microwave, No Fridge, No Sofa, No Stove, No TV, No Wardrobe, No Washing Machine, No Water Purifier",https://imagecdn.99acres.com/media1/29820/15/596415121M-1755599524513.jpg
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dosti-ambrosia-wadala-east-south-mumbai-944-sq-ft-r2-spid-S77870931,"Dosti Ambrosia
4.2","2 BHK Flat in Wadala East, Mumbai",₹2.85 Cr,944 sqft,2 BHK,(2 Baths),Carpet Area,2192,"Carpet area: 944
(87.7 sq.m.)  
sq.ft.",2 Bedrooms,2 Bathrooms,3 Balconies,Store Room,,944,6th   of 36 Floors,5 to 10 Year Old,South-West,"Ravli Junction, Bandra-Kurla Complex, Star mall, waman rao municipal high school, Vidyalankar Polytechnic, Galaxy Multispecialty Hospital","Water purifier, Security / Fire Alarm, Feng Shui / Vaastu Compliant, Private Garden / Terrace, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, Separate entry for servant room, No open drainage around, Piped-gas, Internet/wi-fi connectivity, Recently Renovated, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Waste Disposal, Rain Water Harvesting, Water softening plant, Shopping Centre, Fitness Centre / GYM, Club house / Community Center",,"https://imagecdn.99acres.com/media1/26246/3/524923797M-1755575515259.jpg, https://imagecdn.99acres.com/media1/31549/13/630993287T-1754830583082.jpg, https://imagecdn.99acres.com/media1/33191/8/663828789T-1761387470730.jpg, https://imagecdn.99acres.com/media1/32029/11/640591039T-1756541223325.jpg, https://imagecdn.99acres.com/media1/32564/11/651291609T-1758616244956.jpg"
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lodha-new-cuffe-parade-wadala-south-mumbai-2142-sq-ft-r5-spid-I75287599,"Lodha New Cuffe Parade
4.2","3 BHK Flat in Wadala, Mumbai",₹5.5 Cr,"2,142 sqft",3 BHK,(3 Baths),Super Built-up Area,2193,"Super Built up area 2142
(199 sq.m.)
Carpet area: 1530 sq.ft. (142.14 sq.m.)  
sq.ft.",3 Bedrooms,3 Bathrooms,3+ Balconies,"Pooja Room,Study Room,Servant Room,Store Room",2142,1530,12nd   of 40 Floors,1 to 5 Year Old,North-East,"Bandra Rlwy station, Gundavali Metro station, Phoenix Marketcity, Sion Flyover, Sadhana English Primary School","Water purifier, Centrally Air Conditioned, Security / Fire Alarm, Feng Shui / Vaastu Compliant, Private Garden / Terrace, Intercom Facility, Lift(s), High Ceiling Height, Maintenance Staff, False Ceiling Lighting, Water Storage, Separate entry for servant room, No open drainage around, Bank Attached Property, Piped-gas, Internet/wi-fi connectivity, Recently Renovated, Visitor Parking, Swimming Pool, Park, Security Personnel, Natural Light, Airy Rooms, Spacious Interiors, Low Density Society, Waste Disposal, Rain Water Harvesting, Water softening plant, Shopping Centre, Fitness Centre / GYM, Club house / Community Center",,"https://imagecdn.99acres.com/media1/26932/11/538651825M-1755536141784.jpg, https://imagecdn.99acres.com/media1/33079/10/661590457T-1760685651390.jpg, https://imagecdn.99acres.com/media1/32252/7/645047103T-1757493887567.jpg, https://imagecdn.99acres.com/media1/33192/10/663850427T-1761389771639.jpg"
